INPUT:text_first,INPUT:text_second,OUTPUT:result,CONFIDENCE:result,vote_type,vote_different,vote_some_details_lost,vote_OK,average
The forecast for that day is an average temperature of 89 degrees Fahrenheit with 0 percent chance of rain.,The forecast for that day is an average temperature of 89 degrees Fahrenheit with no chance of rain.,OK,0.9999,3,0,0,3,3
"Yes, that is nice and I want to search for a bus from Fresno, CA on this Saturday. I want it for 3 persons to go there.","Yes, that is nice and I would like to search for a bus from Fresno, California on Saturday. I would like for three people to go there.",OK,0.9999,12,0,1,2,2.666666667
"Okay, please confirm the following: You'd like to reserve 1 room for 3 days, at the Alila Bangsar hotel in Kuala Lumpur, checking in on March 8th",Please confirm the following: You would like to reserve one room for three days at the Alila Bangsar hotel in Kuala Lumpur on March 8th.,OK,0.994,3,0,0,3,3
I'd like to reserve the car.,i want to reserve the car.,OK,0.9978,3,0,0,3,3
"The balance from the savings account is $22,808.22.","$22,808.22 from the savings account.",OK,0.9978,3,0,0,3,3
Tell me how it will be humidity and wind.,tell me how it'll be humid and wind.,OK,0.9992,3,0,0,3,3
"Ok, Reservation done","Okay, reservation is done.",OK,0.9978,3,0,0,3,3
I would prefer the Allan Rayman event at SF on March 9th.,I would prefer the Allan Rayman event at San Francisco on March 9th.,OK,0.9999,3,0,0,3,3
You want 1 ticket in Economy class on Delta Airlines from Los Angeles to Portland. The first flight departs today at 9:50 pm and the second flight departs at 3:20 pm the day after tomorrow. Is that right?,you want 1 ticket in economy class on delta from los angeles to Portland. 9:50 pm and the 2nd flight is 3:20 am after tomorrow. Is it right?,some_details_lost,0.9729,3,0,3,0,2
"Yes, which city are you departing from? And what date will you be going?","yea, what city are you going to leave? and what date are you going to go with?",OK,0.9999,3,0,0,3,3
"Any other dates? Greta Van Fleet is supposed to be good, and I want to find something in SD.",Do you have any other dates? Greta Van Fleet is supposed to be good and I would like to find something in SD.,OK,0.9999,3,0,0,3,3
"What type of food, exactly?",what kind of food is that?,OK,0.9999,12,1,0,2,2.333333333
"Wow, that's a good rating. Thanks for your help so far. Can you also find me a movie to watch around there on that day? I'd like to watch a regular show, and I like Fantasy movies. The AMC Eastridge is in that area, and i'd like to see the movie there.","Wow, that's a good rating! thanks for your help so far! can you find a movie to watch around there on that day? i want to watch a regular show and i like fantasy movies the acm eastridge is in that area and i wanna see the movie there.",OK,0.9936,3,0,0,3,3
I want to attend an event this Saturday.,I would like to attend an event this weekend.,OK,0.9999,12,0,1,2,2.666666667
It's at 1 Blue Jays Way.,it's at 1 blue jays way,OK,0.9999,3,0,0,3,3
You have some free time available on March 10th starting at 8:30 pm and ending at midnight.,you have some free time on march 10 starting at 8:30 pm and ending at midnight,OK,0.9999,3,0,0,3,3
I want to reserve tickets to the Giants Vs Cardinals event in San Fran for Monday next week.,i wanna reserve tickets to the Giants Vs Cardinals event in san francisco for monday next week,OK,0.9952,3,0,0,3,3
Would you like to make a flight reservation?,do u wanna make a flight reservation?,OK,0.9943,3,0,0,3,3
That reservation will total$84.,That reservation will total eighteen dollars.,some_details_lost,0.9548,12,0,2,1,2.333333333
There are 10 hotels meeting your criteria out of which I recommend Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza rated at 4.5.,ac hotel by martin bathhead at phipps plaza,different,1,6,6,0,0,1
Attractions in NY.,Attractions are located in New York.,OK,0.9951,3,0,0,3,3
Can you help find me some attractions to visit? Preferably in Sydney.,can u help me find some things to go to? preferably in sydney,OK,0.9847,12,0,1,2,2.666666667
"There's a flight from American Airlines outbound flight that leaves at 6 am and costs$192, it has 1 stop. Is this something you'd be interested in?",There is a flight from American Airlines Outbound Flight that leaves at 6 am and costs$192. It has one stop. Is this something you would like to be interested in?,OK,1,3,0,0,3,3
Can I've their address?,can i have their address???,OK,1,3,0,0,3,3
Departure city?,Is there a separate city?,different,1,6,6,0,0,1
"No, not now. Let me know the show time of that movie on 1st of March.",no not now. LET ME KNOW THE SHOW TIME OF THAT MOVIE ON 1ST OF MARY.,OK,0.9999,12,1,0,2,2.333333333
Checking in the 5th.,Checking on the fifth.,some_details_lost,0.9999,12,2,0,1,1.666666667
"No, not now. Could you book tickets for me at the sushi restaurant you found?","No, not at this time. Could you book tickets for me at the sushi restaurant?",OK,0.9937,3,0,0,3,3
"Okay! there is a very good rating restaurant, Scroll Bar Waterside Kitchen located in Redwood City. Do you wish to dine here?","Okay, okay! There is a good rating restaurant called Scroll Bar Waterside Kitchen located in Redwood City. Do you want to eat here?",OK,0.9935,3,0,0,3,3
I would like to go to San Fran. I will leave Thursday next week.,i wanna go to san francisco. i'm going to leave friday next week,some_details_lost,0.9989,13,1,3,0,1.75
Please confirm your booking for 3 on a regular ride.,"if you have 3 on a regular ride, please confirm it!",OK,0.9935,3,0,0,3,3
"Yes, would you like a Ophthalmologist, ENT Specialist or something else? Where will you want the doctor to be located?","yea would you like an ophthalmologist, ENT specialist or something? where do you want the doctor to be?",OK,0.9999,3,0,0,3,3
"I want you to make a hotel reservation for me, at the hotel in Portland, and I want the reservation to be for 1 room.",i want you to make a hotel reservation at the hotel in Portland and i want 1 room.,OK,0.9999,12,0,1,2,2.666666667
In total it will be$288. Your reservation was made successfully.,"it'll be$288 in total. yea, your reservation was good.",OK,0.9999,14,0,1,4,2.8
There are 5 options for you. There is an Alaska Airlines flight leaving from 12 pm with 0 stops costing$109.,There are five options available for you. There is an Alaska Airlines flight departing from 12 pm and 0 stops costing$109.,OK,0.9999,3,0,0,3,3
"No problem, please confirm your reservation at 11 am on March 1st.","No problem, please confirm your reservation on March 1st.",some_details_lost,0.9744,3,0,3,0,2
"The address of the hotel is 2001 Point West Way, and the room you want costs$207 per night.",2001 Point West Way and the room you want is$207 a night,OK,0.9837,3,0,0,3,3
"Sure, may I have their phone number and is the entrance free to this attraction?","yea, can i have their phone number and is it free to this attraction?",OK,0.9979,3,0,0,3,3
Please confirm 2 economy tickets on March 2nd leaving at 8:30 am from Long Beach and arriving in San Francisco.,2 economy tickets on march 2nd at 8:30 am from long beach and san francisco,OK,0.9999,12,0,1,2,2.666666667
I want to return next Wednesday and leave around 18:15. I need to leave around half past 6 in the morning.,i want to go back next wednesday and leave around 18:15. i need to leave about half past 6 in the morning.,OK,0.9856,3,0,0,3,3
"Alright, you'd like a standard for pick up at 10 am on March 11th at Anaheim Intermodal Center and you'd like to return it March 14th?","Alright, you would like a standard for pick up at 10 am on March 11th at Anaheim Intermodal Center and return it on March 14th.",OK,0.9999,12,0,1,2,2.666666667
I am going to SD on march 14th.,I am going to SD on March fourteenth.,OK,0.9991,3,0,0,3,3
I want to check in on the 6th till the 10th of this month at Ibis Sydney Airport,I would like to check in on the 6th and 10th of this month at Ibis Sydney Airport.,OK,0.9971,3,0,0,3,3
Confirming playback of the song Promises on the TV speaker.,promise on the tv speaker,some_details_lost,0.993,12,0,2,1,2.333333333
"I want to try some different food, something like izakaya in san francisco","I would like to try some different food, such as izakaya in San Francisco.",OK,0.9971,3,0,0,3,3
I'm interested in music.,I enjoy music.,OK,0.9999,13,0,1,3,2.75
"Okay, please confirm the following details for me: Booking a table for 1 at Aato in San Francisco for March 13th at 6:15 pm. Is that correct?","ok, please confirm the following: Booking a table for 1 at aato in san francisco for march 13@ 6:15 pm Is it right?",OK,0.9673,3,0,0,3,3
There is one person that is arriving March 4th and leaving next Thursday.,there is one person coming on march 4th and leaving next friday.,some_details_lost,0.9999,12,0,2,1,2.333333333
"Sure, just to confirm, you want an appointment for 3 pm on March 14th?","Yes, just to confirm that you want an appointment on March 14th.",some_details_lost,0.9999,3,0,3,0,2
Please confirm that you want to play the song Bohemian Rhapsody on TV.,"Please confirm that you would like to play the song""Bohemian Rhapsody"" on television.",OK,0.9975,3,0,0,3,3
Your requested tickets have been booked. Enjoy your time there!,u have booked your requested tickets. enjoy your time there!,OK,0.9999,3,0,0,3,3
"Yes, I am picking it up there.",yeah i'm picking it up there,OK,0.9999,3,0,0,3,3
Sounds very good!,That sounds very good.,OK,0.9999,3,0,0,3,3
Please confirm that you want to book a table at Platano in Berkeley at 12:15 pm for 2 people on March 1st.,Please confirm that you would like to book a table at Platano in Berkeley on March 1st.,some_details_lost,0.9982,3,0,3,0,2
That would work. Go ahead an order the tickets for me. It doesn't matter which class.,That would be successful. You should go ahead and order the tickets for me. It does not matter which class it is.,OK,0.9999,3,0,0,3,3
Try again please for movies in Livermore.I want a Romance movies at Vine Cinema .,Try again for movies in Livermore. I would like a romantic movie at Vine Cinema.,OK,0.9962,3,0,0,3,3
I need an intermediate car. I need the car on March 6th till the 9th. I want it in Anaheim.,i need an intermediate car i need the car on march 6-9. i want it in anaheim,OK,0.9977,3,0,0,3,3
Please confirm: renting a compact car at Charles de Gaulle International Airport for pickup on March 1st at 5 pm. You'll return it March 2nd,Please confirm that renting a compact car at Charles de Gaulle International Airport for pickup on March 1st at 5 PM is the best option. You will return it on March 2nd.,OK,0.9977,3,0,0,3,3
The current balance in your checking account is $874.55.,$874.55 is the balance in your checking account!,OK,0.9999,3,0,0,3,3
"I will be returning on 9th of March, and I want to depart from LA on Tuesday next week.","I will be returning on the 9th of March, and I would like to depart from Los Angeles on Tuesday next week.",OK,0.9793,13,0,1,3,2.75
I'd like to learn more.,i want to learn more.,OK,0.9999,3,0,0,3,3
The Battambang Restaurant is one of 5 found in Oakland.,the battambang restaurant is one of 5 in ohio!,different,0.9999,3,3,0,0,1
"Where is that located, I'd like to know more about it.","i wanna know more about it, where is that?",OK,1,12,1,0,2,2.333333333
The phone number of the restaurant is 510-841-2002. Unfortunately there are no tables available for that time frame. Would you like me to try to make a reservation at Dara Thai/lao Cuisine for 3 on March 6th at 1:30 pm instead?,510-841-2002 is the restaurant's phone number. Sorry there are no tables for that time frame. Try to make a reservation at Dara Thai/Lao Cuisine for 3 on march 6th at 1:30 pm?,OK,0.9999,12,0,1,2,2.666666667
I am looking for a unisex salon in SFO.,I am looking for a non-isex salon in San Francisco.,different,0.9999,3,3,0,0,1
The song you are about to hear is classified as Metalcore and is featured in the album Pop Evil.,metalcore- pop evil,different,1,6,6,0,0,1
How would you like the Giants Vs Cardinals at Oracle Park starting at 7:30 pm on next Thursday?,How would you like the Giants versus the Cardinals at Oracle Park?,some_details_lost,0.9916,3,0,3,0,2
No need of transfer. I like to buy three tickets for the event you found.,There is no need for a transfer. I like to purchase three tickets for the event you found.,OK,0.9999,3,0,0,3,3
"I have got 10 Doctors result and one among them is Amita Kachru, MD located in San Francisco working as a Gynecologist","I have received ten doctor's results and one of them is Amita Kachru, MD located in San Francisco.",some_details_lost,0.9745,3,0,3,0,2
